Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Signature,Action Taken,Severity Level,Network Segment,Log Source,Attack Type
1,13.97,1,2,1,0.3696,1,1,2,2,2,0,2
1,14.27,0,2,1,0.2439,1,1,0,0,2,0,1
1,12.55,1,0,0,0.1508,0,0,1,0,1,0,0
2,8.52,0,2,0,0.8818,1,0,1,0,1,0,0
2,2.52,1,2,0,0.8248000000000001,0,0,2,2,2,0,0
2,14.94,0,0,0,0.1539,0,0,1,1,0,1,1
0,12.87,0,0,1,0.1597,1,0,0,2,0,0,2
1,1.95,0,0,1,0.1924,1,0,2,1,0,1,2
2,8.12,0,1,1,0.7139,0,0,1,2,0,0,0
1,4.14,0,1,0,0.7119,1,1,1,1,2,0,0
2,5.59,1,2,0,0.7978000000000001,0,1,0,2,0,1,1
2,7.74,1,0,1,0.682,0,1,0,0,2,0,1
2,1.6,0,1,1,0.1508,0,1,0,2,1,0,1
1,1.48,1,2,1,0.9588,1,0,2,2,0,1,2
2,6.93,1,1,0,0.37079999999999996,1,1,2,0,0,1,0
1,1.99,1,0,1,0.7517,0,1,0,1,2,1,2
1,10.66,0,2,1,0.1727,1,0,2,0,2,0,0
1,4.12,1,0,1,0.8584,1,0,0,2,1,1,1
0,11.7,0,2,0,0.21559999999999999,0,0,0,0,1,1,2
0,9.67,1,0,1,0.3882,1,0,2,2,2,0,1
0,7.82,0,2,0,0.0091,1,0,0,1,2,1,0
2,14.75,1,2,1,0.36329999999999996,0,0,2,2,2,1,1
2,7.29,0,0,1,0.5039,0,0,1,0,2,0,2
2,8.11,1,1,0,0.188,0,0,1,1,1,1,1
0,2.78,0,0,0,0.703,1,1,2,0,2,0,0
0,3.11,0,1,1,0.9562999999999999,1,1,1,0,0,1,1
2,1.94,0,1,1,0.9878,0,0,1,1,0,1,2
0,9.15,1,1,1,0.8128,1,1,1,1,0,0,2
0,3.73,0,1,1,0.4732,1,0,1,1,1,1,1
2,8.29,1,1,1,0.0404,0,1,0,0,2,1,0
2,8.52,1,0,1,0.5327000000000001,1,1,0,2,1,0,0
1,1.37,0,2,0,0.0258,1,1,2,0,2,0,1
0,6.69,0,1,0,0.8784000000000001,0,0,2,0,0,0,1
0,5.9,0,2,0,0.0006,0,1,2,2,1,0,0
0,6.19,0,2,1,0.7204999999999999,1,1,1,0,2,1,1
2,2.29,1,2,0,0.3688,0,1,0,2,1,1,1
0,7.79,0,0,0,0.09,0,0,0,2,1,1,0
2,5.07,0,2,1,0.99,1,0,2,2,1,0,2
1,12.6,0,0,1,0.0737,0,1,1,1,1,1,1
2,6.58,1,0,0,0.9211,0,1,1,0,1,0,1
2,9.75,0,2,1,0.1491,0,1,1,2,0,1,2
2,14.18,0,0,0,0.8462999999999999,0,1,0,1,1,0,2
2,4.13,1,1,1,0.4876,0,0,1,1,1,0,1
2,8.42,1,1,0,0.9767,1,1,2,2,0,1,2
2,7.4,0,1,1,0.6221,1,0,2,2,2,1,0
0,12.98,1,1,1,0.6709,0,0,1,2,0,0,2
1,12.44,1,0,0,0.6805,0,1,2,2,0,1,1
0,3.07,1,0,0,0.1134,0,1,2,2,2,1,2
0,14.24,0,2,1,0.5325,1,1,0,0,1,0,1
2,7.96,1,0,1,0.4092,1,1,0,1,2,0,1
1,4.84,0,2,1,0.7553,0,0,0,1,2,1,0
2,10.22,1,1,0,0.9967,1,0,1,0,2,1,0
2,0.92,0,1,1,0.5435,0,0,0,2,0,0,1
0,9.46,1,2,0,0.8101999999999999,0,1,2,0,1,0,2
1,8.3,0,2,0,0.2498,1,0,1,0,1,1,1
0,12.11,1,1,0,0.9784,1,0,1,1,2,1,1
1,8.46,0,0,1,0.6475,1,1,2,0,0,0,0
0,11.39,1,1,0,0.26280000000000003,1,1,0,0,0,1,0
0,0.75,0,1,0,0.1231,1,1,2,0,2,1,2
2,14.7,0,1,1,0.9159999999999999,1,0,0,0,1,1,2
1,12.35,1,1,1,0.21489999999999998,1,1,1,2,0,1,1
1,13.65,1,0,1,0.2677,1,1,0,1,2,1,2
2,4.42,1,2,0,0.6911,1,1,0,2,0,0,0
2,6.73,0,0,0,0.2487,0,1,1,0,1,0,1
2,13.96,0,2,1,0.34869999999999995,1,1,2,0,2,1,1
2,12.63,1,1,0,0.3422,1,0,2,0,2,0,2
2,2.94,1,1,1,0.48869999999999997,1,0,2,0,0,1,2
2,10.02,1,1,0,0.1427,1,1,1,0,0,0,0
0,11.86,0,2,1,0.5257000000000001,0,0,2,1,0,0,2
2,13.78,1,2,1,0.4096,0,1,1,0,1,1,2
2,5.27,0,0,1,0.9944,0,0,1,1,2,0,1
1,14.78,0,0,0,0.1912,0,0,1,0,0,0,2
0,10.42,0,0,0,0.1001,0,1,2,0,0,0,1
1,8.58,0,1,0,0.8802,0,0,0,1,2,0,0
0,13.77,0,2,0,0.358,1,1,0,2,2,1,0
2,2.41,0,2,0,0.42119999999999996,0,1,0,2,2,1,0
0,14.39,1,2,0,0.7353000000000001,1,1,0,0,1,0,0
2,12.2,0,0,1,0.5268,0,1,0,1,1,1,2
1,6.03,1,2,1,0.2422,1,1,2,2,1,1,1
2,7.83,0,0,1,0.4277,0,1,2,2,0,1,1
1,13.07,1,2,0,0.7347,1,0,2,0,2,0,1
2,11.56,1,0,0,0.4568,0,1,1,1,2,0,2
2,14.88,1,1,1,0.3786,0,1,2,2,1,0,1
1,8.7,1,0,0,0.053399999999999996,1,1,2,0,2,1,0
1,11.57,1,0,0,0.2163,0,0,2,1,0,0,2
2,11.98,0,1,1,0.7298,1,1,1,1,1,0,1
1,8.31,1,0,1,0.0795,1,1,0,1,2,0,0
0,3.67,0,2,1,0.8105,0,1,1,1,2,0,1
0,13.12,0,2,1,0.435,1,1,1,2,0,0,1
2,14.32,0,2,1,0.7439,1,0,0,2,0,1,2
1,9.03,0,1,1,0.0031,0,1,1,0,1,1,0
1,4.02,0,0,0,0.3947,0,1,1,2,1,1,1
1,5.45,1,0,0,0.1206,1,1,1,1,2,0,2
2,0.85,1,1,1,0.39990000000000003,0,0,0,1,0,0,1
2,3.9,1,0,1,0.1559,0,1,0,0,1,1,2
2,6.51,0,2,1,0.23129999999999998,1,1,2,0,0,1,1
0,11.72,1,1,1,0.7916,0,0,0,1,2,0,2
0,4.14,1,2,0,0.7951999999999999,1,0,0,0,1,1,0
1,12.5,1,2,0,0.7334,0,0,2,0,1,0,1
1,5.36,1,1,0,0.30260000000000004,0,0,1,1,1,0,1
1,1.13,0,2,0,0.8501000000000001,1,1,1,2,1,1,2
0,12.71,1,1,0,0.1509,0,0,1,0,0,0,2
0,8.85,1,2,0,0.7120000000000001,1,1,1,2,0,1,0
0,5.51,0,2,1,0.5615,0,0,2,1,1,1,2
0,13.03,1,1,1,0.5196000000000001,1,0,2,0,1,0,2
1,2.21,1,0,1,0.08449999999999999,0,0,0,1,1,1,2
2,5.25,0,2,0,0.4168,0,0,1,2,1,0,0
2,8.79,1,2,0,0.8552,1,0,0,1,1,1,0
1,10.56,1,0,1,0.0365,1,0,2,0,2,0,1
2,13.11,0,0,1,0.5333,0,0,1,0,1,1,1
1,7.83,1,1,1,0.3458,0,1,0,1,0,1,2
1,9.94,1,2,0,0.3613,1,1,1,2,1,0,0
2,7.73,0,0,0,0.26899999999999996,0,0,0,1,2,1,0
0,1.05,1,0,0,0.1769,0,1,1,2,1,1,1
2,0.72,1,0,0,0.0336,0,0,2,2,0,0,1
0,5.07,1,1,1,0.5865,0,0,1,2,0,0,2
1,4.65,0,2,1,0.4744,1,0,2,2,1,1,2
1,3.98,0,2,1,0.0352,1,0,2,0,1,1,0
1,5.24,1,2,0,0.2202,0,0,0,0,2,0,2
2,2.69,0,1,0,0.1409,0,0,0,1,2,0,2
0,3.47,1,0,1,0.35710000000000003,0,1,1,2,1,1,1
1,0.98,1,2,0,0.6342,1,0,1,1,2,0,2
2,8.27,0,2,0,0.3091,1,0,0,2,0,0,2
1,1.24,1,1,1,0.7343000000000001,0,1,0,2,0,0,2
0,6.15,0,2,1,0.8027,1,1,1,0,0,1,1
2,2.34,1,1,0,0.9481999999999999,0,1,1,0,1,0,1
2,10.53,1,0,0,0.2577,1,1,1,0,2,1,0
1,6.79,1,0,1,0.47159999999999996,1,1,0,2,0,1,1
1,12.67,1,1,0,0.43439999999999995,0,0,0,1,2,0,0
0,10.06,1,2,1,0.5075,1,0,0,0,2,0,1
1,14.6,1,2,0,0.32020000000000004,0,0,0,2,2,0,1
0,5.42,0,0,1,0.9793999999999999,1,1,2,1,0,1,2
0,8.96,0,0,0,0.5817,1,0,1,2,0,0,0
0,6.12,1,0,1,0.1317,1,1,0,0,1,0,2
2,8.4,1,1,1,0.0101,0,1,2,2,0,0,2
2,9.88,0,0,1,0.8456,1,0,1,2,0,0,0
2,10.37,1,2,0,0.5613,1,0,0,2,0,1,2
2,13.81,0,0,0,0.21,1,0,0,2,1,0,2
2,8.37,1,1,1,0.843,1,1,0,1,0,1,0
1,14.95,0,1,0,0.9344,1,0,1,0,0,1,1
0,1.82,1,1,1,0.2198,1,0,1,2,0,0,2
0,2.98,1,0,0,0.8441,1,1,1,2,1,1,2
0,11.73,1,2,1,0.9067000000000001,0,0,1,2,0,0,0
2,13.67,1,0,1,0.9799,0,0,1,0,1,0,1
1,14.16,1,0,0,0.2352,0,0,0,2,1,0,0
1,2.1,0,1,0,0.9359000000000001,0,0,1,0,1,1,1
2,4.08,1,1,1,0.0454,1,1,2,1,0,0,1
1,14.69,0,2,1,0.7252,0,0,1,1,0,1,0
1,5.04,1,2,0,0.081,1,0,1,1,2,1,0
1,8.53,1,2,1,0.9954000000000001,0,1,2,0,0,0,2
1,12.59,0,2,0,0.5779,0,1,0,0,1,1,2
2,13.52,1,1,0,0.39289999999999997,1,1,0,1,1,1,2
0,3.63,1,2,1,0.9487000000000001,1,0,0,0,2,0,0
0,2.85,1,0,1,0.4999,0,0,0,2,2,1,0
2,6.54,1,0,0,0.7384999999999999,1,1,0,1,0,0,1
1,4.59,0,1,1,0.1778,0,0,1,1,1,1,1
0,14.47,1,1,0,0.8649,1,0,0,0,1,0,0
1,1.47,1,0,0,0.9634999999999999,0,1,0,2,1,0,1
2,6.44,0,0,0,0.9409000000000001,1,0,2,1,2,1,1
2,13.76,1,1,0,0.25329999999999997,1,1,2,1,2,1,2
0,12.62,1,0,1,0.053399999999999996,0,0,2,0,2,1,0
0,10.71,0,1,1,0.0024,0,1,1,2,0,1,2
0,5.21,1,2,0,0.3957,1,1,2,1,1,0,1
1,8.58,1,2,0,0.034,0,0,0,1,2,0,2
1,2.25,0,0,1,0.6159,0,0,0,0,1,0,1
2,3.48,1,0,1,0.6927,0,0,2,0,1,0,1
0,5.09,1,0,0,0.1485,0,1,1,2,1,0,2
1,5.09,1,2,0,0.7241,1,1,0,0,0,0,1
1,8.58,1,0,0,0.1916,0,1,1,0,1,1,2
0,14.95,1,1,1,0.3381,0,1,0,0,1,1,0
0,1.42,1,2,1,0.21109999999999998,1,1,1,0,1,0,0
0,5.56,1,2,0,0.12,1,0,1,0,1,0,2
1,6.36,0,2,1,0.8526,0,0,2,2,0,1,1
0,8.71,1,2,0,0.2776,0,1,1,2,2,1,2
0,13.3,1,2,0,0.0176,1,1,2,1,1,1,0
0,7.2,0,1,1,0.054400000000000004,1,0,1,0,0,1,2
2,4.29,0,2,0,0.9401,0,0,0,0,0,1,2
0,14.56,0,2,0,0.3435,1,0,0,1,2,1,1
1,2.25,0,0,0,0.8264,1,1,0,1,0,0,2
0,8.5,0,0,1,0.7263,1,0,0,1,2,0,1
2,3.7,1,0,0,0.976,0,0,0,1,0,0,2
0,9.06,1,2,1,0.9388,1,0,0,2,0,0,2
0,12.16,1,0,0,0.8112999999999999,1,0,0,2,1,1,2
1,4.33,0,0,1,0.029900000000000003,0,1,1,0,0,0,1
0,10.36,1,1,1,0.9605,0,0,2,1,1,1,1
2,6.32,1,2,0,0.7537,1,1,2,1,2,0,2
0,11.08,1,0,1,0.8314,0,1,2,0,1,0,2
2,4.83,1,2,0,0.7204,0,1,0,0,1,1,1
0,13.2,1,1,1,0.2078,0,1,2,2,0,1,1
0,12.59,1,2,0,0.6496999999999999,1,1,0,2,1,1,1
1,6.12,0,1,1,0.08349999999999999,1,1,2,0,1,1,2
0,3.47,0,2,0,0.6059,0,1,0,0,0,1,1
0,10.84,1,0,1,0.9117000000000001,1,0,2,0,2,1,0
1,12.29,0,2,0,0.43979999999999997,0,1,1,1,2,0,1
0,13.43,0,0,0,0.2114,1,1,2,0,1,1,2
0,3.58,0,1,1,0.2293,1,0,0,0,2,0,1
2,7.54,0,2,1,0.9159,1,0,2,1,2,1,1
1,6.69,1,0,1,0.4202,1,0,2,0,1,1,0
0,2.09,1,2,0,0.8732,0,0,1,2,1,1,1
1,2.07,1,1,0,0.5282,1,0,0,1,2,1,2
2,5.46,1,0,0,0.5075,0,1,0,2,0,0,1
0,12.47,1,0,1,0.9423999999999999,1,1,0,0,1,1,1
0,8.5,1,2,1,0.4421,0,1,1,2,0,1,0
1,14.11,1,2,1,0.6468,0,0,2,1,1,1,0
2,12.24,1,0,0,0.0723,0,1,1,0,1,1,0
2,9.85,1,1,0,0.493,0,0,1,0,2,1,2
0,9.1,1,1,0,0.3073,1,1,0,1,0,0,1
2,1.13,1,2,1,0.13449999999999998,1,1,1,0,2,0,1
0,6.48,1,2,0,0.2208,0,0,2,1,0,0,1
1,13.78,0,2,1,0.7868,0,1,1,2,2,0,0
1,14.48,1,1,0,0.2359,1,1,1,0,0,1,2
2,14.52,0,0,1,0.5577000000000001,1,0,2,2,2,1,2
0,10.38,1,0,0,0.6098,1,1,2,1,1,0,0
1,4.91,1,2,1,0.9677,0,1,2,2,1,1,0
2,0.81,1,0,0,0.7259,1,0,1,1,0,0,1
2,10.59,0,1,0,0.7887000000000001,1,1,0,1,1,0,0
0,12.33,1,1,1,0.3248,0,0,1,0,0,0,1
2,12.24,1,2,0,0.5589999999999999,1,0,0,0,2,0,2
1,9.96,0,1,0,0.011399999999999999,1,1,2,1,0,0,0
2,1.47,1,1,0,0.3122,1,1,0,1,1,1,2
1,1.51,1,0,0,0.2642,1,0,0,1,2,1,0
2,2.74,1,1,1,0.1844,0,1,1,0,0,0,0
1,2.81,0,0,1,0.7188,0,1,1,0,2,1,2
0,14.84,0,1,1,0.3542,0,1,2,1,2,0,0
2,2.28,0,0,1,0.1386,0,1,1,2,0,1,2
0,10.74,1,2,1,0.6125,0,0,1,2,0,0,2
1,14.0,1,2,0,0.9176000000000001,0,1,1,1,0,1,1
0,2.08,0,2,0,0.3833,0,0,0,0,2,1,1
1,2.75,0,1,0,0.8215,0,1,1,1,2,1,1
2,2.74,0,1,1,0.44189999999999996,0,1,0,1,1,1,2
1,7.15,1,0,1,0.5458,1,0,2,2,2,0,1
1,10.88,0,2,0,0.6186,0,0,2,1,0,0,1
1,3.89,0,1,1,0.7770999999999999,1,1,2,0,2,1,2
2,5.72,0,2,1,0.7591,0,1,2,0,2,1,2
0,4.64,1,1,0,0.32909999999999995,0,1,0,0,0,1,0
2,11.16,1,1,1,0.6164999999999999,0,0,0,1,2,1,0
2,5.25,1,1,0,0.47340000000000004,1,1,0,1,2,0,1
1,8.38,1,1,0,0.8276,1,0,1,2,0,1,2
1,9.5,0,1,1,0.8069,0,1,0,1,2,1,2
1,2.54,0,2,1,0.6433,1,0,2,1,0,1,2
2,1.93,1,2,1,0.6973999999999999,0,1,1,0,0,0,2
1,9.56,0,0,1,0.3825,1,0,2,1,2,0,0
2,7.1,0,1,0,0.48350000000000004,1,1,1,1,1,0,1
2,13.64,0,0,1,0.2709,0,0,2,0,1,0,2
1,14.3,1,2,0,0.42969999999999997,0,1,2,0,1,0,0
0,8.69,1,2,0,0.29309999999999997,0,1,1,1,2,1,0
1,8.78,1,1,1,0.8448,0,0,1,0,2,0,2
2,0.91,0,0,0,0.1232,1,1,1,0,1,1,1
2,7.31,0,0,0,0.8426,0,1,2,1,2,1,0
0,0.83,0,2,0,0.8184,0,1,0,0,1,0,1
1,9.33,0,1,0,0.5710000000000001,1,1,0,1,0,0,2
2,1.9,0,0,1,0.3711,0,1,2,2,1,1,2
1,2.0,1,0,1,0.2589,1,1,1,0,1,0,2
0,1.31,1,0,0,0.6371,0,0,2,2,1,1,2
2,7.38,0,0,1,0.10400000000000001,0,0,1,2,0,1,1
2,13.9,1,2,0,0.47509999999999997,1,1,0,2,1,0,0
1,2.72,1,1,1,0.4686,1,1,2,0,1,0,2
0,8.69,0,2,1,0.7463,0,1,2,0,2,1,0
0,8.74,0,2,1,0.29710000000000003,1,0,0,2,1,1,1
0,7.85,1,2,1,0.5395,1,0,2,0,0,0,0
1,13.14,0,1,0,0.226,1,0,1,1,1,0,2
2,10.43,1,1,1,0.0083,1,1,0,2,1,1,0
1,4.53,0,2,1,0.6075,0,0,0,1,0,0,1
0,9.43,0,1,0,0.48960000000000004,1,0,0,1,2,1,0
2,2.63,1,2,1,0.8194,0,0,2,2,2,1,1
0,9.74,0,2,0,0.0265,1,0,1,1,0,0,0
2,5.81,0,1,0,0.31989999999999996,0,1,1,2,1,0,0
2,13.88,1,1,1,0.812,0,0,1,1,0,1,2
2,6.32,1,0,1,0.7041,0,0,1,1,1,1,1
0,5.92,0,2,0,0.5566,1,1,1,0,0,0,0
0,4.37,1,0,0,0.8290000000000001,1,1,2,1,0,1,2
2,4.16,0,1,1,0.3342,1,1,2,2,1,0,2
2,13.74,0,0,1,0.4404,0,0,2,0,0,0,2
1,11.96,0,2,1,0.7785,0,0,2,0,2,1,2
0,7.47,1,1,1,0.03,0,1,1,2,1,0,2
0,6.59,1,2,0,0.8261,1,0,0,2,2,1,2
1,10.94,0,2,1,0.262,1,1,2,0,2,1,1
2,6.93,0,0,0,0.2403,1,0,1,0,1,0,1
2,10.35,1,1,0,0.32289999999999996,1,1,2,0,1,0,0
1,14.89,1,0,0,0.5951,0,0,0,1,2,1,0
0,11.98,1,0,0,0.5545,1,1,1,1,2,1,0
1,13.03,1,2,0,0.0296,1,1,2,1,0,1,0
2,12.74,1,2,0,0.2028,1,1,1,0,1,0,1
1,9.51,0,1,1,0.059500000000000004,0,1,0,0,1,1,1
0,4.64,1,0,0,0.0837,0,1,0,1,1,0,2
0,4.34,0,0,1,0.4689,0,0,0,0,2,0,0
2,6.12,1,0,0,0.49219999999999997,1,1,1,0,0,1,1
0,3.13,0,2,0,0.33140000000000003,0,0,1,1,2,1,0
0,4.9,1,0,1,0.419,0,1,2,2,0,0,2
0,8.35,0,1,1,0.597,0,1,2,2,2,0,0
1,10.43,1,2,0,0.0583,1,0,1,0,0,0,2
2,11.04,0,2,0,0.4057,1,1,2,2,2,0,1
1,2.87,0,1,1,0.8144,1,1,2,0,2,1,0
0,2.81,0,1,1,0.8588,1,0,2,2,1,1,2
1,11.3,0,1,1,0.7241,0,0,1,0,1,0,2
2,13.84,0,2,0,0.5761999999999999,1,1,0,0,2,1,1
2,10.04,0,1,1,0.1405,0,0,1,0,0,1,0
0,4.43,1,0,0,0.7386,0,0,0,1,0,0,0
1,8.04,1,1,1,0.3456,1,1,0,2,0,0,2
1,14.22,0,0,1,0.8835,1,1,2,1,2,1,2
2,6.41,0,1,1,0.12380000000000001,1,1,2,0,0,1,2
0,14.53,1,1,0,0.3105,1,1,2,0,2,0,0
0,3.39,1,0,0,0.28309999999999996,0,0,2,2,2,0,2
0,4.5,1,1,1,0.7755,0,1,1,0,1,0,2
2,2.97,0,2,0,0.3091,1,0,0,1,0,1,0
1,3.83,0,2,0,0.47729999999999995,0,1,0,1,2,0,2
2,2.13,1,2,1,0.9123,1,1,1,0,2,1,1
1,8.18,0,2,1,0.3704,0,1,0,1,0,1,2
2,13.14,1,2,1,0.3328,0,1,0,0,0,1,2
2,6.97,0,2,1,0.5279,1,1,0,1,2,0,2
0,14.59,1,1,0,0.3408,0,1,2,2,2,0,0
0,3.32,1,0,1,0.8338,1,0,1,0,0,1,0
0,13.37,1,1,0,0.20620000000000002,1,0,1,2,2,1,2
0,7.71,0,1,0,0.35840000000000005,1,0,1,1,2,0,0
2,5.15,1,0,0,0.207,1,0,1,1,1,1,0
2,5.83,0,1,1,0.23989999999999997,1,0,1,1,0,1,2
0,5.35,0,2,1,0.1674,1,0,2,2,0,0,2
2,8.9,1,2,0,0.5346,1,0,0,0,1,0,0
1,1.48,0,0,0,0.9397,0,1,2,0,1,1,2
1,3.16,1,1,0,0.7569,1,1,0,0,0,1,1
2,11.43,1,1,0,0.9359000000000001,1,0,2,2,0,1,2
1,2.74,1,2,0,0.18780000000000002,1,0,0,2,1,1,0
2,1.0,1,2,1,0.415,1,1,2,1,2,0,0
0,8.23,1,2,1,0.026600000000000002,1,0,1,2,2,1,2
2,14.64,1,1,0,0.2621,1,0,2,1,0,1,1
0,3.85,0,0,0,0.7842,0,1,0,0,0,1,1
2,2.93,1,0,1,0.7092,0,1,1,2,1,0,1
0,7.01,0,2,1,0.17329999999999998,0,0,1,0,0,0,0
0,8.82,0,1,0,0.14150000000000001,1,0,2,1,1,0,1
1,13.91,1,1,0,0.0458,1,1,2,1,1,0,0
2,2.57,1,1,1,0.6869,1,1,1,1,2,0,2
2,7.05,1,2,0,0.9412,0,1,2,1,2,0,2
2,2.84,1,2,0,0.30820000000000003,1,0,2,1,2,0,2
0,3.43,0,2,1,0.3754,1,1,2,2,2,1,0
1,12.85,0,0,0,0.5243,1,1,2,1,0,1,0
1,12.25,1,1,1,0.7236,0,1,0,1,2,0,0
2,1.23,1,1,0,0.8138,0,0,0,2,1,0,2
0,3.52,1,1,0,0.9943000000000001,0,1,1,0,2,0,1
1,13.62,1,1,1,0.6684,0,0,2,0,1,0,0
2,6.24,0,0,0,0.8508,0,0,1,2,1,1,2
2,8.93,0,0,0,0.9107999999999999,0,1,2,1,2,1,0
1,2.79,0,2,1,0.46490000000000004,0,0,2,2,2,1,1
0,4.66,1,0,1,0.8134999999999999,0,1,1,2,0,1,0
1,7.35,0,1,0,0.3389,0,0,1,0,2,0,1
1,14.99,1,0,0,0.1977,1,1,2,0,1,0,2
1,3.76,0,2,1,0.7559999999999999,0,0,1,0,0,1,0
2,9.3,0,0,1,0.8019,0,0,2,0,2,1,0
1,14.27,0,0,1,0.24739999999999998,0,0,2,2,0,1,2
0,2.09,0,1,0,0.7369,0,0,0,2,2,0,0
2,7.55,0,0,0,0.0492,0,1,0,0,1,1,0
1,10.88,0,2,1,0.8306,0,1,1,0,0,1,0
2,3.74,1,2,1,0.6218,0,1,2,0,2,0,2
0,7.9,1,1,0,0.7521,1,0,2,2,0,0,1
1,7.05,0,1,0,0.8308,0,1,2,2,1,0,2
2,3.88,0,2,1,0.8127,1,0,2,0,0,1,0
1,7.27,1,1,0,0.22949999999999998,0,0,0,0,1,0,2
1,1.65,1,1,1,0.21059999999999998,1,1,2,2,0,1,2
2,4.28,0,2,1,0.9358,1,1,0,2,0,0,2
1,14.99,0,1,0,0.5642,0,1,2,2,0,0,1
1,11.26,1,0,0,0.4875,1,0,2,2,0,1,0
0,12.24,0,0,1,0.27690000000000003,1,0,0,0,2,0,2
1,8.4,1,1,0,0.922,1,0,0,2,2,0,1
0,14.14,0,1,0,0.9873999999999999,1,0,0,2,0,1,0
2,4.91,0,0,0,0.2823,1,0,1,2,2,0,2
1,1.24,0,2,0,0.20350000000000001,1,1,1,0,1,1,2
1,14.78,0,0,0,0.18719999999999998,1,0,0,0,1,0,2
0,0.92,1,1,0,0.022099999999999998,0,0,0,2,0,0,1
0,10.94,1,0,0,0.48090000000000005,1,0,0,1,2,0,1
2,4.8,1,1,0,0.0643,1,0,2,0,0,1,2
1,3.71,0,2,1,0.7209,0,1,0,1,0,1,2
0,3.91,1,1,1,0.8284,1,1,1,0,1,0,2
1,5.41,0,2,1,0.7922,1,0,0,1,1,1,0
0,1.08,0,2,0,0.08839999999999999,0,0,2,2,0,0,0
1,3.26,0,1,0,0.9423,0,0,0,2,1,1,2
1,6.52,0,1,0,0.2554,0,1,1,0,2,1,1
0,8.27,0,1,1,0.9369,0,1,2,0,1,1,0
2,4.22,1,2,0,0.4996,1,0,0,1,0,0,0
0,5.66,1,0,0,0.0984,1,0,0,0,0,0,0
0,11.44,0,2,0,0.08470000000000001,0,0,1,1,1,0,1
1,4.04,1,1,0,0.3775,0,0,1,1,0,0,0
0,8.55,1,1,1,0.5851,0,0,2,2,2,0,1
2,13.18,1,2,0,0.32689999999999997,0,0,1,0,0,0,0
0,13.05,0,0,1,0.5386,1,0,1,1,0,0,2
2,4.13,0,0,0,0.2004,0,1,1,1,0,1,1
2,5.56,0,0,0,0.6108,1,1,0,2,2,0,2
2,1.03,1,2,1,0.24100000000000002,0,0,2,1,1,1,0
2,0.67,0,0,1,0.36210000000000003,1,0,2,0,0,0,0
2,11.14,0,2,1,0.9440999999999999,1,0,1,2,1,0,2
2,6.54,0,2,1,0.6842,1,1,1,0,2,1,0
2,6.0,0,0,0,0.9589,1,1,1,1,1,0,0
0,10.94,0,1,1,0.5252,1,0,0,0,2,1,1
0,1.3,0,2,0,0.8308,0,0,0,1,0,1,0
2,13.73,0,1,1,0.7415999999999999,1,0,1,1,1,0,1
0,11.47,0,1,1,0.9989,0,0,1,2,1,1,2
0,6.01,1,1,0,0.2397,1,0,2,2,2,1,0
1,14.91,0,2,1,0.1905,1,1,2,1,1,0,1
0,11.5,1,1,1,0.0697,1,0,2,0,1,1,0
1,3.28,1,1,1,0.0784,1,1,0,1,2,1,0
0,3.37,1,0,0,0.4556,1,1,0,2,1,1,1
2,4.09,0,0,1,0.0023,0,0,0,0,0,0,2
2,4.8,0,1,0,0.7036,1,0,2,2,1,1,0
1,12.94,1,1,1,0.5125,0,0,1,0,1,0,1
1,8.79,1,2,1,0.1834,1,0,1,0,1,0,0
1,12.14,0,0,1,0.7629,0,0,2,0,2,1,0
2,5.63,1,1,1,0.0033,1,0,2,1,1,0,1
1,11.36,1,1,0,0.7987000000000001,0,1,1,1,2,0,2
1,10.12,0,2,1,0.7043,0,1,0,1,2,0,2
1,6.31,0,1,0,0.5745,1,0,2,1,1,1,2
0,13.28,1,2,0,0.735,0,1,2,2,0,0,1
1,13.73,1,1,1,0.8375,0,0,1,0,1,0,2
0,10.24,0,1,0,0.54,1,0,0,2,1,1,1
2,14.71,0,2,1,0.4987,0,1,1,0,1,0,0
1,10.64,0,2,1,0.40700000000000003,1,0,0,1,1,0,0
2,9.93,0,0,1,0.0275,0,1,2,2,0,1,0
0,11.44,1,0,1,0.6984,0,1,1,0,0,0,2
0,6.27,1,0,0,0.8440000000000001,1,0,2,1,2,0,0
0,9.53,1,2,1,0.2077,1,1,0,1,0,0,1
1,13.67,0,1,0,0.3776,1,1,1,0,0,0,1
1,5.57,0,1,0,0.9323,1,1,1,0,2,0,1
2,12.95,0,1,1,0.5147999999999999,0,1,0,2,1,0,0
0,10.86,1,0,1,0.3543,1,1,1,2,2,1,1
0,1.04,1,2,0,0.071,1,0,2,0,1,1,1
0,1.13,1,1,1,0.3515,1,1,0,1,2,1,0
2,7.41,0,0,0,0.7658,0,0,0,0,2,1,1
2,1.94,0,1,0,0.9192,1,0,0,1,0,1,0
0,4.43,1,1,1,0.8698,0,0,1,2,2,0,2
2,11.62,0,2,1,0.0719,0,1,2,1,0,0,0
0,1.6,0,0,1,0.8276,1,1,2,2,2,1,1
0,9.78,1,0,1,0.5967,1,1,2,1,1,1,0
1,8.93,0,1,0,0.861,1,1,0,2,1,0,0
2,14.14,1,0,1,0.5613,0,0,2,1,0,1,2
0,10.95,1,0,1,0.0323,0,0,1,1,1,1,2
1,9.12,1,2,0,0.6081,1,1,2,1,0,1,0
2,14.11,1,1,0,0.8244,1,0,1,0,1,0,0
